Season,Player,Team,Position,tot_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,pdo_rank,ozs_rank,tmt_rank,cmp_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID,Specific Position,tot_history,evo_history,evd_history,ppl_history,pkl_history,team_history
2007-2008,Milan Lucic,BOS,F,,,,,,,331.0,340.0,123.0,179.0,20.0,61.0,106.0,,,Fourth Line,77,933.05,8,19,27,8.11,43.86,47.56,19,1988-06-07,CAN,CAN,75,240,2006,2,50,8473473,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BOS']"
2007-2008,Milan Michalek,SJS,F,,,,,,,95.0,21.0,163.0,42.0,218.0,22.0,215.0,,,First Line,79,1427.95,24,31,55,28.18,64.20,61.26,22,1984-12-07,CZE,CZE,74,225,2003,1,6,8470599,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'SJS']"
2007-2008,Miroslav Satan,NYI,F,,,,,,,202.0,147.0,93.0,215.0,376.0,33.0,81.0,,,First Line,80,1465.9833333333,16,25,41,18.38,55.88,51.73,32,1974-10-22,SVK,SVK,75,191,1993,5,111,8459534,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYI']"
2007-2008,Nathan Horton,FLA,F,,,,,,,151.0,169.0,121.0,241.0,264.0,22.0,250.0,,,First Line,82,1536.5,27,35,62,18.74,56.31,47.31,22,1985-05-29,CAN,CAN,74,188,2003,1,3,8470596,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'FLA']"
2007-2008,Nick Foligno,OTT,F,,,,,,,62.0,144.0,387.0,305.0,91.0,51.0,208.0,,,Fourth Line,45,412.25,6,3,9,4.39,48.15,50.83,19,1987-10-31,USA,USA,72,210,2006,1,28,8473422,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'OTT']"
2007-2008,Nick Tarnasky,TBL,F,,,,,,,292.0,204.0,376.0,151.0,40.0,87.0,323.0,,,Fringe,80,659.55,6,4,10,6.84,29.73,46.42,22,1984-11-25,CAN,CAN,74,188,2003,9,287,8470876,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TBL']"
2007-2008,Nicklas Backstrom,WSH,F,,,,,,,252.0,247.0,19.0,94.0,314.0,41.0,56.0,,,First Line,82,1557.4166666667,14,55,69,16.22,59.43,60.18,19,1987-11-23,SWE,SWE,73,202,2006,1,4,8473563,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'WSH']"
2007-2008,Nigel Dawes,NYR,F,,,,,,,50.0,79.0,60.0,153.0,65.0,29.0,77.0,,,Fourth Line,61,792.06666666667,14,15,29,12.88,62.26,56.89,22,1985-02-09,CAN,CAN,69,200,2003,5,149,8470741,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYR']"
2007-2008,Nik Antropov,TOR,F,,,,,,,113.0,120.0,42.0,193.0,232.0,43.0,292.0,,,First Line,72,1445.15,26,30,56,19.62,55.17,50.82,27,1980-02-18,KAZ,KAZ,78,245,1998,1,10,8467353,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TOR']"
2007-2008,Niklas Hagman,DAL,F,,,,,,,19.0,77.0,289.0,121.0,268.0,46.0,15.0,,,Second Line,82,1278.6166666667,27,14,41,16.68,50.72,48.78,27,1979-12-05,FIN,FIN,70,205,1999,3,70,8467943,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DAL']"
2007-2008,Niko Kapanen,PHX,F,,,,,,,332.0,368.0,268.0,325.0,332.0,44.0,124.0,,,Third Line,79,1091.0833333333,10,18,28,9.25,52.17,48.16,29,1978-04-29,FIN,FIN,68,180,1998,6,173,8467516,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHX']"
2007-2008,Nikolay Zherdev,CBJ,F,,,,,,,63.0,116.0,162.0,15.0,364.0,65.0,104.0,,,First Line,82,1588.6666666667,26,35,61,22.62,48.78,58.29,22,1984-11-05,UKR,RUS,74,203,2003,1,4,8470597,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CBJ']"
2007-2008,Olli Jokinen,FLA,F,,,,,,,170.0,65.0,113.0,203.0,272.0,59.0,214.0,,,First Line,82,1632.1333333333,34,37,71,28.74,43.43,47.97,28,1978-12-05,FIN,FIN,74,210,1997,1,3,8466140,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'FLA']"
2007-2008,Owen Nolan,CGY,F,,,,,,,131.0,87.0,182.0,329.0,233.0,38.0,370.0,,,Second Line,77,1274.5333333333,16,16,32,17.9,53.03,53.37,35,1972-02-12,GBR,CAN,73,214,1990,1,1,8449895,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CGY']"
2007-2008,P.J. Axelsson,BOS,F,,,,,,,186.0,323.0,282.0,58.0,351.0,27.0,280.0,,,Second Line,75,1320.0833333333,13,16,29,8.51,55.88,46.2,32,1975-02-26,SWE,SWE,73,188,1995,7,177,8462209,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BOS']"
2007-2008,Pascal Dupuis,PIT,F,,,,,,,232.0,189.0,185.0,98.0,186.0,35.0,386.0,,,Third Line,78,1185.2833333333,12,15,27,12.32,49.28,47.41,28,1979-04-07,CAN,CAN,73,205,-,-,-,8466393,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PIT']"
2007-2008,Patrick Eaves,CAR,F,,,,,,,288.0,19.0,49.0,21.0,113.0,65.0,219.0,,,Fourth Line,37,472.2,5,10,15,7.58,48.39,52.75,23,1984-05-01,CAN,USA,70,203,2003,1,29,8470622,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CAR']"
2007-2008,Patrick Kane,CHI,F,,,,,,,218.0,237.0,26.0,106.0,361.0,41.0,229.0,,,First Line,82,1505.9833333333,21,51,72,23.77,53.06,50.42,18,1988-11-19,USA,USA,70,177,2007,1,1,8474141,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CHI']"
2007-2008,Patrick Marleau,SJS,F,,,,,,,251.0,170.0,271.0,123.0,209.0,88.0,44.0,,,First Line,78,1422.0333333333,19,29,48,19.46,40.00,58.36,27,1979-09-15,CAN,CAN,74,215,1997,1,2,8466139,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'SJS']"
2007-2008,Patrick O'Sullivan,LAK,F,,,,,,,125.0,106.0,168.0,64.0,206.0,57.0,137.0,,,First Line,82,1533.7833333333,22,31,53,21.98,42.73,44.6,22,1985-02-01,CAN,USA,71,189,2003,2,56,8470649,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'LAK']"
2007-2008,Patrick Rissmiller,SJS,F,,,,,,,266.0,292.0,329.0,24.0,86.0,70.0,162.0,,,Fourth Line,79,1039.5666666667,8,9,17,9.57,42.00,48.06,28,1978-10-26,USA,USA,76,225,-,-,-,8470321,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'SJS']"
2007-2008,Patrick Sharp,CHI,F,,,,,,,34.0,46.0,206.0,242.0,304.0,6.0,272.0,,,First Line,80,1502.05,36,26,62,25.98,58.89,48.02,25,1981-12-27,CAN,CAN,73,200,2001,3,95,8469544,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CHI']"
2007-2008,Patrick Thoresen,PHI,F,,,,,,,363.0,269.0,189.0,242.0,148.0,92.0,304.0,,,Fourth Line,38,446.58333333333,2,6,8,3.89,37.50,57.64,23,1983-11-07,NOR,NOR,71,188,-,-,-,8470375,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHI']"
2007-2008,Patrik Elias,NJD,F,,,,,,,190.0,31.0,128.0,242.0,311.0,58.0,90.0,,,First Line,74,1366.55,20,35,55,21.49,55.56,60.3,31,1976-04-13,CZE,CZE,73,190,1994,2,51,8460542,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NJD']"
2007-2008,Paul Gaustad,BUF,F,,,,,,,357.0,343.0,114.0,296.0,53.0,49.0,152.0,,,Second Line,82,1407.1666666667,10,26,36,14.5,49.25,48.2,25,1982-02-03,USA,USA,77,227,2000,7,220,8468700,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BUF']"
2007-2008,Paul Kariya,STL,F,,,,,,,302.0,121.0,20.0,118.0,395.0,40.0,225.0,,,First Line,82,1535.65,16,49,65,17.3,53.68,50.96,32,1974-10-16,CAN,CAN,70,185,1993,1,4,8459426,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'STL']"
2007-2008,Paul Stastny,COL,F,,,,,,,8.0,91.0,69.0,92.0,389.0,10.0,226.0,,,First Line,66,1391.1,24,47,71,18.7,63.04,56.3,21,1985-12-27,CAN,USA,72,193,2005,2,44,8471669,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'COL']"
2007-2008,Pavel Datsyuk,DET,F,,,,,,,81.0,45.0,9.0,6.0,331.0,28.0,128.0,,,First Line,82,1753.4333333333,31,66,97,28.54,68.22,63.31,29,1978-07-20,RUS,RUS,71,188,1998,6,171,8467514,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DET']"
2007-2008,Pavol Demitra,MIN,F,,,,,,,90.0,317.0,45.0,145.0,399.0,15.0,84.0,,,First Line,68,1338.7333333333,15,39,54,12.34,54.12,47.54,32,1974-11-29,SVK,SVK,72,200,1993,9,227,8459648,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MIN']"
2007-2008,Peter Mueller,PHX,F,,,,,,,76.0,67.0,85.0,242.0,383.0,55.0,100.0,,,Second Line,81,1398.0166666667,22,32,54,20.84,46.59,47.68,19,1988-04-14,USA,USA,74,204,2006,1,8,8473526,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHX']"
2007-2008,Peter Schaefer,BOS,F,,,,,,,164.0,214.0,234.0,72.0,270.0,25.0,65.0,,,Third Line,63,942.66666666667,9,17,26,8.76,52.83,47.64,30,1977-07-12,CAN,CAN,73,200,1995,3,66,8462093,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BOS']"
2007-2008,Petr Prucha,NYR,F,,,,,,,275.0,81.0,341.0,5.0,60.0,45.0,21.0,,,Fourth Line,62,721.56666666667,7,10,17,11.23,55.88,55.43,24,1982-09-14,CZE,CZE,72,175,2002,8,240,8470072,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYR']"
2007-2008,Petr Sykora,PIT,F,,,,,,,128.0,130.0,67.0,312.0,363.0,16.0,254.0,,,Second Line,81,1364.1833333333,28,35,63,25.21,55.70,48.32,30,1976-11-19,CZE,CZE,72,190,1995,1,18,8460465,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PIT']"
2007-2008,Petteri Nokelainen,BOS,F,,,,,,,109.0,363.0,365.0,141.0,85.0,30.0,144.0,,,Fringe,57,471.5,7,3,10,3.91,50.00,41.25,21,1986-01-16,FIN,FIN,73,201,2004,1,16,8471229,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BOS']"
2007-2008,Phil Kessel,BOS,F,,,,,,,155.0,53.0,280.0,197.0,390.0,56.0,218.0,,,Third Line,82,1248.8,19,18,37,18.06,47.62,51.37,19,1987-10-02,USA,USA,71,208,2006,1,5,8473548,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BOS']"
2007-2008,Pierre-Marc Bouchard,MIN,F,,,,,,,359.0,387.0,14.0,36.0,377.0,23.0,111.0,,,Second Line,81,1364.4166666667,13,50,63,10.92,58.67,50.12,23,1984-04-27,CAN,CAN,70,168,2002,1,8,8470153,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MIN']"
2007-2008,Quintin Laing,WSH,F,,,,,,,386.0,86.0,277.0,284.0,51.0,53.0,406.0,,,Fourth Line,39,450.63333333333,1,5,6,4.36,61.11,60.98,28,1979-06-08,CAN,CAN,75,193,1997,4,102,8466232,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'WSH']"
2007-2008,R.J. Umberger,PHI,F,,,,,,,229.0,84.0,65.0,70.0,224.0,30.0,234.0,,,Second Line,74,1321.6833333333,13,37,50,15.91,51.28,48.83,25,1982-05-03,USA,USA,74,214,2001,1,16,8469469,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHI']"
2007-2008,Radek Bonk,NSH,F,,,,,,,325.0,195.0,374.0,228.0,326.0,86.0,364.0,,,Second Line,79,1257.3833333333,14,15,29,16.86,30.00,46.18,31,1976-01-09,CZE,CZE,74,210,1994,1,3,8460105,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NSH']"
2007-2008,Radek Dvorak,FLA,F,,,,,,,257.0,184.0,351.0,113.0,188.0,53.0,52.0,,,Third Line,67,1012.7,8,9,17,11.36,45.24,46.41,30,1977-03-09,CZE,CZE,74,195,1995,1,10,8462041,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'FLA']"
2007-2008,Radim Vrbata,PHX,F,,,,,,,91.0,110.0,208.0,165.0,402.0,33.0,217.0,,,First Line,76,1383.2,27,29,56,21.76,55.07,47.22,26,1981-06-13,CZE,CZE,73,194,1999,7,212,8468085,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHX']"
2007-2008,Raffi Torres,EDM,F,,,,,,,242.0,152.0,281.0,321.0,110.0,42.0,382.0,,,Second Line,32,544.31666666667,5,6,11,6.73,48.39,46.45,25,1981-10-08,CAN,CAN,72,215,2000,1,5,8468485,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'EDM']"
2007-2008,Raitis Ivanans,LAK,F,,,,,,,178.0,336.0,378.0,387.0,12.0,55.0,249.0,,,Fringe,73,547.58333333333,6,2,8,3.98,36.84,37.12,28,1979-01-03,LVA,LVA,76,231,-,-,-,8469120,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'LAK']"
2007-2008,Randy Robitaille,OTT,F,,,,,,,167.0,297.0,129.0,237.0,330.0,40.0,95.0,,,Third Line,68,922.15,10,19,29,9.42,53.62,52.15,31,1975-10-12,CAN,CAN,71,200,-,-,-,8466110,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'OTT']"
2007-2008,Ray Whitney,CAR,F,,,,,,,30.0,48.0,330.0,249.0,388.0,72.0,287.0,,,First Line,66,1249.7333333333,25,36,61,21.19,47.76,54.29,35,1972-05-08,CAN,CAN,70,180,1991,2,23,8458537,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CAR']"
2007-2008,Rene Bourque,CHI,F,,,,,,,306.0,233.0,236.0,192.0,170.0,26.0,141.0,,,Third Line,62,946.85,10,14,24,10.22,52.00,47.29,25,1981-12-10,CAN,CAN,74,217,-,-,-,8471504,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CHI']"
2007-2008,Rich Peverley,NSH,F,,,,,,,142.0,54.0,187.0,208.0,263.0,25.0,190.0,,,Fourth Line,33,340.88333333333,5,5,10,4.49,57.14,51.0,25,1982-07-08,CAN,CAN,71,195,-,-,-,8471514,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NSH']"
2007-2008,Richard Park,NYI,F,,,,,,,309.0,126.0,202.0,59.0,290.0,50.0,164.0,,,Third Line,82,1249.0833333333,12,20,32,14.32,48.48,50.35,31,1976-05-27,KOR,USA,71,190,1994,2,50,8460541,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYI']"
2007-2008,Richard Zednik,FLA,F,,,,,,,147.0,39.0,266.0,278.0,217.0,49.0,147.0,,,Second Line,54,949.53333333333,15,11,26,16.74,48.28,48.55,31,1976-01-06,SVK,SVK,72,200,1994,10,249,8460735,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'FLA']"
2007-2008,Rick Nash,CBJ,F,,,,,,,24.0,20.0,175.0,85.0,288.0,61.0,290.0,,,First Line,80,1638.8666666667,38,31,69,33.19,50.63,57.14,23,1984-06-16,CAN,CAN,76,211,2002,1,1,8470041,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CBJ']"
2007-2008,Rob Niedermayer,ANA,F,,,,,,,326.0,355.0,379.0,117.0,244.0,50.0,380.0,,,Second Line,78,1381.8,8,8,16,9.48,44.74,42.71,32,1974-12-28,CAN,CAN,74,203,1993,1,5,8459427,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ANA']"
2007-2008,Robert Lang,CHI,F,,,,,,,185.0,207.0,64.0,324.0,396.0,29.0,289.0,,,First Line,76,1399.9,21,33,54,17.71,59.72,54.0,36,1970-12-19,CZE,CZE,75,217,1990,7,133,8456966,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CHI']"
2007-2008,Robert Nilsson,EDM,F,,,,,,,247.0,205.0,7.0,60.0,350.0,14.0,101.0,,,Third Line,71,987.83333333333,10,31,41,10.41,58.21,50.99,22,1985-01-10,CAN,SWE,71,185,2003,1,15,8470608,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'EDM']"
2007-2008,Rod Brind'Amour,CAR,F,,,,,,,104.0,232.0,74.0,119.0,238.0,41.0,350.0,,,First Line,59,1324.55,19,32,51,16.39,55.22,47.31,37,1970-08-09,CAN,CAN,73,205,1988,1,9,8445735,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CAR']"
2007-2008,Rod Pelley,NJD,F,,,,,,,362.0,308.0,333.0,224.0,73.0,58.0,10.0,,,Fourth Line,58,540.01666666667,2,4,6,4.31,41.18,47.2,23,1984-09-01,CAN,CAN,72,205,-,-,-,8472355,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NJD']"
2007-2008,Rostislav Olesz,FLA,F,,,,,,,110.0,129.0,304.0,130.0,167.0,43.0,271.0,,,Second Line,56,955.68333333333,14,12,26,11.61,53.66,51.21,21,1985-10-10,CZE,CZE,74,215,2004,1,7,8471220,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'FLA']"
2007-2008,Ruslan Fedotenko,NYI,F,,,,,,,243.0,141.0,186.0,104.0,136.0,57.0,278.0,,,Second Line,67,1118.55,16,17,33,14.02,46.77,51.86,28,1979-01-18,UKR,UKR,73,188,-,-,-,8468172,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYI']"
2007-2008,Ryan Bayda,CAR,F,,,,,,,254.0,133.0,367.0,242.0,63.0,71.0,198.0,,,Fourth Line,31,390.53333333333,3,3,6,4.12,50.00,56.8,26,1980-12-09,CAN,CAN,71,185,2000,3,80,8468560,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CAR']"
2007-2008,Ryan Callahan,NYR,F,,,,,,,200.0,124.0,331.0,32.0,4.0,32.0,88.0,,,Fourth Line,52,643.48333333333,8,5,13,7.93,58.82,51.95,22,1985-03-21,USA,USA,70,187,2004,4,127,8471339,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYR']"
2007-2008,Ryan Carter,ANA,F,,,,,,,137.0,13.0,126.0,205.0,90.0,65.0,372.0,,,Fourth Line,34,356.46666666667,4,4,8,5.9,45.00,46.79,24,1983-08-03,USA,USA,73,205,-,-,-,8473646,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ANA']"
2007-2008,Ryan Getzlaf,ANA,F,,,,,,,69.0,277.0,165.0,292.0,152.0,12.0,47.0,,,First Line,77,1512.8666666667,24,58,82,17.77,64.77,54.59,22,1985-05-10,CAN,CAN,76,220,2003,1,19,8470612,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ANA']"
2007-2008,Ryan Hollweg,NYR,F,,,,,,,378.0,332.0,403.0,351.0,2.0,87.0,330.0,,,Fringe,70,581.45,2,2,4,4.5,21.05,45.0,24,1983-04-23,USA,USA,70,212,2001,8,238,8469681,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYR']"
2007-2008,Ryan Johnson,STL,F,,,,,,,356.0,377.0,269.0,132.0,175.0,53.0,332.0,,,Third Line,79,1134.5666666667,5,13,18,6.68,44.44,43.8,31,1976-06-14,CAN,CAN,73,199,1994,2,36,8460527,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'STL']"
2007-2008,Ryan Kesler,VAN,F,,,,,,,129.0,157.0,324.0,20.0,164.0,47.0,400.0,,,First Line,80,1524.8333333333,21,16,37,18.73,50.75,49.87,23,1984-08-31,USA,USA,74,206,2003,1,23,8470616,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'VAN']"
2007-2008,Ryan Malone,PIT,F,,,,,,,85.0,109.0,238.0,47.0,111.0,17.0,333.0,,,First Line,77,1469.2666666667,27,24,51,20.11,56.84,51.65,27,1979-12-01,USA,USA,76,224,1999,4,115,8467988,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PIT']"
2007-2008,Ryan Shannon,VAN,F,,,,,,,369.0,318.0,8.0,375.0,347.0,53.0,2.0,,,Fourth Line,27,348.01666666667,5,8,13,4.63,50.00,55.09,24,1983-03-02,USA,USA,69,175,-,-,-,8471634,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'VAN']"
2007-2008,Ryan Smyth,COL,F,,,,,,,101.0,117.0,56.0,220.0,257.0,46.0,129.0,,,First Line,55,1078.7833333333,14,23,37,15.71,50.67,52.81,31,1976-02-21,CAN,CAN,74,191,1994,1,6,8460496,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'COL']"
2007-2008,Saku Koivu,MTL,F,,,,,,,300.0,245.0,79.0,332.0,336.0,42.0,261.0,,,First Line,77,1394.5166666667,16,40,56,18.22,47.30,47.68,32,1974-11-23,FIN,FIN,70,181,1993,1,21,8459442,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MTL']"
