Season,Player,Team,Position,tot_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,pdo_rank,ozs_rank,tmt_rank,cmp_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID,Specific Position,tot_history,evo_history,evd_history,ppl_history,pkl_history,team_history
2008-2009,Mikko Koivu,MIN,F,,,,,,,289.0,340.0,149.0,304.0,369.0,73.0,238.0,,,First Line,79,1697.3833333333,20,47,67,18.81,52.33,50.73,25,1983-03-12,FIN,FIN,75,213,2001,1,6,8469459,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'MIN', 'MIN']"
2008-2009,Milan Hejduk,COL,F,,,,,,,107.0,173.0,77.0,152.0,372.0,222.0,294.0,,,First Line,82,1634.3333333333,27,32,59,21.17,43.52,50.97,32,1976-02-14,CZE,CZE,72,190,1994,4,87,8460577,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'COL', 'COL']"
2008-2009,Milan Lucic,BOS,F,,,,,,,125.0,321.0,182.0,297.0,12.0,26.0,131.0,,,Third Line,72,1075.9666666667,17,25,42,10.82,64.00,48.44,20,1988-06-07,CAN,CAN,75,240,2006,2,50,8473473,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'BOS', 'BOS']"
2008-2009,Milan Michalek,SJS,F,,,,,,,78.0,70.0,232.0,196.0,192.0,125.0,293.0,,,First Line,77,1420.8666666667,23,34,57,19.92,57.35,58.27,23,1984-12-07,CZE,CZE,74,225,2003,1,6,8470599,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'SJS', 'SJS']"
2008-2009,Miroslav Satan,PIT,F,,,,,,,162.0,203.0,105.0,299.0,361.0,28.0,155.0,,,Second Line,65,1023.7666666667,17,19,36,14.38,57.38,49.18,33,1974-10-22,SVK,SVK,75,191,1993,5,111,8459534,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'NYI', 'PIT']"
2008-2009,Nate Thompson,NYI,F,,,,,,,399.0,193.0,395.0,374.0,43.0,305.0,404.0,,,Fourth Line,43,519.51666666667,2,2,4,4.88,31.25,46.84,23,1984-10-05,USA,USA,73,205,2003,6,183,8470775,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYI']"
2008-2009,Nathan Horton,FLA,F,,,,,,,80.0,281.0,261.0,318.0,237.0,38.0,112.0,,,Second Line,67,1196.3166666667,22,23,45,14.4,51.85,44.33,23,1985-05-29,CAN,CAN,74,188,2003,1,3,8470596,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'FLA', 'FLA']"
2008-2009,Nick Foligno,OTT,F,,,,,,,172.0,240.0,319.0,87.0,140.0,226.0,235.0,,,Third Line,81,1107.85,17,15,32,14.07,43.33,48.68,20,1987-10-31,USA,USA,72,210,2006,1,28,8473422,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'OTT', 'OTT']"
2008-2009,Nick Tarnasky,FLA,F,,,,,,,400.0,135.0,262.0,278.0,19.0,176.0,85.0,,,Fringe,45,329.63333333333,1,6,7,4.79,45.83,44.77,23,1984-11-25,CAN,CAN,74,188,2003,9,287,8470876,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'TBL', 'FLA']"
2008-2009,Nicklas Backstrom,WSH,F,,,,,,,359.0,303.0,21.0,257.0,337.0,135.0,17.0,,,First Line,82,1635.3833333333,22,66,88,20.86,54.37,55.09,20,1987-11-23,SWE,SWE,73,202,2006,1,4,8473563,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'WSH', 'WSH']"
2008-2009,Nigel Dawes,PHX,F,,,,,,,180.0,54.0,159.0,113.0,99.0,162.0,60.0,,,Fourth Line,64,848.31666666667,10,11,21,12.56,48.28,51.08,23,1985-02-09,CAN,CAN,69,200,2003,5,149,8470741,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'NYR', 'PHX']"
2008-2009,Nik Antropov,NYR,F,,,,,,,70.0,16.0,64.0,191.0,207.0,249.0,286.0,,,Second Line,81,1392.4,28,31,59,26.63,45.54,54.34,28,1980-02-18,KAZ,KAZ,78,245,1998,1,10,8467353,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'TOR', 'NYR']"
2008-2009,Niklas Hagman,TOR,F,,,,,,,27.0,104.0,258.0,27.0,311.0,182.0,63.0,,,Second Line,65,1110.3166666667,22,20,42,15.64,47.95,47.95,28,1979-12-05,FIN,FIN,70,205,1999,3,70,8467943,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'DAL', 'TOR']"
2008-2009,Nikolay Kulemin,TOR,F,,,,,,,74.0,69.0,327.0,206.0,203.0,278.0,161.0,,,Third Line,73,1007.5666666667,15,16,31,14.84,45.78,49.14,22,1986-07-14,RUS,RUS,73,228,2006,2,44,8473579,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TOR']"
2008-2009,Nikolay Zherdev,NYR,F,,,,,,,71.0,32.0,31.0,99.0,310.0,188.0,38.0,,,Second Line,82,1379.9166666667,23,35,58,23.72,53.76,53.61,23,1984-11-05,UKR,RUS,74,203,2003,1,4,8470597,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CBJ', 'NYR']"
2008-2009,Olli Jokinen,CGY,F,,,,,,,110.0,82.0,156.0,343.0,286.0,190.0,250.0,,,First Line,76,1435.15,29,28,57,25.66,46.43,46.68,29,1978-12-05,FIN,FIN,74,210,1997,1,3,8466140,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'FLA', 'CGY']"
2008-2009,Oscar Moller,LAK,F,,,,,,,374.0,156.0,351.0,60.0,123.0,129.0,206.0,,,Fourth Line,40,534.78333333333,7,8,15,8.4,52.00,54.87,19,1989-01-22,SWE,SWE,70,189,2007,2,52,8474114,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'LAK']"
2008-2009,Owen Nolan,MIN,F,,,,,,,55.0,113.0,120.0,144.0,296.0,29.0,182.0,,,Second Line,59,967.11666666667,25,20,45,15.2,60.00,47.22,36,1972-02-12,GBR,CAN,73,214,1990,1,1,8449895,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CGY', 'MIN']"
2008-2009,P.J. Axelsson,BOS,F,,,,,,,388.0,386.0,306.0,168.0,329.0,147.0,281.0,,,Second Line,75,1217.4666666667,6,24,30,10.44,43.14,45.95,33,1975-02-26,SWE,SWE,73,188,1995,7,177,8462209,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'BOS', 'BOS']"
2008-2009,Pascal Dupuis,PIT,F,,,,,,,157.0,128.0,71.0,103.0,201.0,166.0,252.0,,,Third Line,71,1009.5666666667,12,16,28,11.18,47.83,49.79,29,1979-04-07,CAN,CAN,73,205,-,-,-,8466393,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'PIT', 'PIT']"
2008-2009,Patric Hornqvist,NSH,F,,,,,,,321.0,190.0,266.0,44.0,189.0,271.0,84.0,,,Fourth Line,28,319.11666666667,2,5,7,3.5,45.83,48.07,21,1987-01-01,SWE,SWE,71,189,2005,7,230,8471887,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NSH']"
2008-2009,Patrice Bergeron,BOS,F,,,,,,,334.0,284.0,154.0,118.0,248.0,86.0,370.0,,,Second Line,64,1150.95,8,31,39,13.68,53.19,48.86,23,1985-07-24,CAN,CAN,73,196,2003,2,45,8470638,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BOS']"
2008-2009,Patrick Eaves,CAR,F,,,,,,,338.0,118.0,230.0,86.0,56.0,112.0,240.0,,,Fourth Line,74,832.91666666667,6,8,14,8.48,61.11,53.21,24,1984-05-01,CAN,USA,70,203,2003,1,29,8470622,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CAR', 'CAR']"
2008-2009,Patrick Kaleta,BUF,F,,,,,,,256.0,380.0,337.0,1.0,2.0,97.0,385.0,,,Fringe,51,454.98333333333,4,5,9,2.79,51.72,48.02,22,1986-06-08,USA,USA,73,198,2004,6,176,8471388,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BUF']"
2008-2009,Patrick Kane,CHI,F,,,,,,,255.0,123.0,69.0,104.0,363.0,163.0,23.0,,,First Line,80,1492.7166666667,25,45,70,24.08,51.85,54.67,19,1988-11-19,USA,USA,70,177,2007,1,1,8474141,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CHI', 'CHI']"
2008-2009,Patrick Marleau,SJS,F,,,,,,,68.0,55.0,236.0,53.0,220.0,237.0,87.0,,,First Line,76,1622.8833333333,38,33,71,30.93,53.85,56.73,28,1979-09-15,CAN,CAN,74,215,1997,1,2,8466139,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'SJS', 'SJS']"
2008-2009,Patrick O'Sullivan,EDM,F,,,,,,,243.0,43.0,134.0,11.0,270.0,204.0,48.0,,,First Line,81,1551.05,16,27,43,26.09,50.60,54.83,23,1985-02-01,CAN,USA,71,189,2003,2,56,8470649,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'LAK', 'EDM']"
2008-2009,Patrick Sharp,CHI,F,,,,,,,22.0,33.0,347.0,170.0,293.0,62.0,31.0,,,Second Line,61,1095.1666666667,26,18,44,19.35,55.36,53.58,26,1981-12-27,CAN,CAN,73,200,2001,3,95,8469544,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CHI', 'CHI']"
2008-2009,Patrik Berglund,STL,F,,,,,,,37.0,210.0,201.0,130.0,271.0,1.0,26.0,,,Third Line,76,1118.8833333333,21,26,47,15.06,71.93,53.98,20,1988-06-02,SWE,SWE,76,215,2006,1,25,8473534,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'STL']"
2008-2009,Patrik Elias,NJD,F,,,,,,,104.0,48.0,48.0,93.0,338.0,80.0,116.0,,,First Line,77,1430.1833333333,31,47,78,24.21,62.50,57.11,32,1976-04-13,CZE,CZE,73,190,1994,2,51,8460542,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'NJD', 'NJD']"
2008-2009,Paul Gaustad,BUF,F,,,,,,,260.0,214.0,82.0,339.0,51.0,122.0,189.0,,,Second Line,62,998.53333333333,12,17,29,10.46,56.36,55.42,26,1982-02-03,USA,USA,77,227,2000,7,220,8468700,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'BUF', 'BUF']"
2008-2009,Paul Stastny,COL,F,,,,,,,194.0,162.0,124.0,79.0,382.0,268.0,186.0,,,First Line,45,955.75,11,25,36,12.2,42.31,56.57,22,1985-12-27,CAN,USA,72,193,2005,2,44,8471669,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'COL', 'COL']"
2008-2009,Paul Szczechura,TBL,F,,,,,,,346.0,196.0,328.0,217.0,171.0,214.0,305.0,,,Third Line,31,420.11666666667,4,5,9,4.41,50.00,52.36,22,1985-11-30,CAN,CAN,70,186,-,-,-,8473898,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TBL']"
2008-2009,Pavel Datsyuk,DET,F,,,,,,,62.0,125.0,6.0,29.0,290.0,32.0,233.0,,,First Line,81,1556.25,32,65,97,22.49,65.74,54.67,30,1978-07-20,RUS,RUS,71,188,1998,6,171,8467514,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'DET', 'DET']"
2008-2009,Pavol Demitra,VAN,F,,,,,,,126.0,252.0,33.0,222.0,387.0,50.0,39.0,,,Second Line,69,1206.45,20,33,53,17.55,56.00,51.31,33,1974-11-29,SVK,SVK,72,200,1993,9,227,8459648,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'MIN', 'VAN']"
2008-2009,Peter Mueller,PHX,F,,,,,,,197.0,291.0,90.0,310.0,375.0,125.0,244.0,,,Second Line,72,1157.6166666667,13,23,36,10.78,50.00,46.01,20,1988-04-14,USA,USA,74,204,2006,1,8,8473526,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'PHX', 'PHX']"
2008-2009,Petr Prucha,PHX,F,,,,,,,284.0,143.0,373.0,6.0,73.0,200.0,173.0,,,Third Line,47,690.28333333333,6,13,19,9.01,48.72,54.08,25,1982-09-14,CZE,CZE,72,175,2002,8,240,8470072,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'NYR', 'PHX']"
2008-2009,Petr Sykora,PIT,F,,,,,,,123.0,183.0,231.0,355.0,397.0,20.0,106.0,,,Second Line,76,1237.9833333333,25,21,46,19.55,57.89,49.1,31,1976-11-19,CZE,CZE,72,190,1995,1,18,8460465,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'PIT', 'PIT']"
2008-2009,Petteri Nokelainen,ANA,F,,,,,,,290.0,357.0,315.0,161.0,135.0,121.0,336.0,,,Fourth Line,50,562.81666666667,4,5,9,4.12,52.38,49.28,22,1986-01-16,FIN,FIN,73,201,2004,1,16,8471229,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'BOS', 'ANA']"
2008-2009,Phil Kessel,BOS,F,,,,,,,10.0,7.0,116.0,75.0,391.0,17.0,183.0,,,Second Line,70,1159.2,36,24,60,25.23,66.67,49.9,20,1987-10-02,USA,USA,71,208,2006,1,5,8473548,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'BOS', 'BOS']"
2008-2009,Pierre-Marc Bouchard,MIN,F,,,,,,,186.0,364.0,84.0,177.0,402.0,100.0,66.0,,,Second Line,71,1205.2833333333,16,30,46,11.29,50.00,48.81,24,1984-04-27,CAN,CAN,70,168,2002,1,8,8470153,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'MIN', 'MIN']"
2008-2009,R.J. Umberger,CBJ,F,,,,,,,130.0,88.0,144.0,65.0,219.0,164.0,321.0,,,First Line,82,1539.0,26,20,46,25.55,49.40,51.25,26,1982-05-03,USA,USA,74,214,2001,1,16,8469469,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'PHI', 'CBJ']"
2008-2009,Radek Bonk,NSH,F,,,,,,,382.0,325.0,336.0,329.0,291.0,256.0,402.0,,,Third Line,66,1019.3833333333,9,16,25,10.56,42.11,44.66,32,1976-01-09,CZE,CZE,74,210,1994,1,3,8460105,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'NSH', 'NSH']"
2008-2009,Radek Dvorak,FLA,F,,,,,,,283.0,238.0,254.0,101.0,246.0,144.0,331.0,,,Second Line,81,1331.25,15,21,36,16.0,45.24,44.34,31,1977-03-09,CZE,CZE,74,195,1995,1,10,8462041,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'FLA', 'FLA']"
2008-2009,Raffi Torres,CBJ,F,,,,,,,66.0,191.0,329.0,260.0,117.0,178.0,295.0,,,Fourth Line,51,616.95,12,8,20,7.21,50.00,52.11,26,1981-10-08,CAN,CAN,72,215,2000,1,5,8468485,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'EDM', 'CBJ']"
2008-2009,Raitis Ivanans,LAK,F,,,,,,,343.0,400.0,403.0,399.0,13.0,283.0,47.0,,,Fringe,76,484.48333333333,2,0,2,2.12,21.43,41.53,29,1979-01-03,LVA,LVA,76,231,-,-,-,8469120,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'LAK', 'LAK']"
2008-2009,Ray Whitney,CAR,F,,,,,,,91.0,102.0,185.0,190.0,395.0,210.0,194.0,,,First Line,82,1509.65,24,53,77,23.83,52.94,53.26,36,1972-05-08,CAN,CAN,70,180,1991,2,23,8458537,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CAR', 'CAR']"
2008-2009,Rene Bourque,CGY,F,,,,,,,12.0,25.0,112.0,342.0,153.0,14.0,95.0,,,Second Line,58,933.06666666667,21,19,40,15.09,62.32,53.46,26,1981-12-10,CAN,CAN,74,217,-,-,-,8471504,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CHI', 'CGY']"
2008-2009,Rich Peverley,ATL,F,,,,,,,149.0,94.0,28.0,267.0,298.0,27.0,168.0,,,Second Line,66,1061.5166666667,15,29,44,13.39,54.29,46.01,26,1982-07-08,CAN,CAN,71,195,-,-,-,8471514,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'NSH', 'ATL']"
2008-2009,Richard Park,NYI,F,,,,,,,302.0,227.0,276.0,95.0,333.0,244.0,354.0,,,Second Line,71,1219.05,14,17,31,12.44,37.68,44.43,32,1976-05-27,KOR,USA,71,190,1994,2,50,8460541,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'NYI', 'NYI']"
2008-2009,Richard Zednik,FLA,F,,,,,,,105.0,61.0,175.0,308.0,232.0,79.0,199.0,,,Second Line,70,1090.8833333333,17,16,33,16.12,51.90,46.1,32,1976-01-06,SVK,SVK,72,200,1994,10,249,8460735,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'FLA', 'FLA']"
2008-2009,Rick Nash,CBJ,F,,,,,,,15.0,42.0,72.0,88.0,287.0,142.0,267.0,,,First Line,78,1650.35,40,39,79,27.78,56.38,53.92,24,1984-06-16,CAN,CAN,76,211,2002,1,1,8470041,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CBJ', 'CBJ']"
2008-2009,Rob Niedermayer,ANA,F,,,,,,,229.0,384.0,384.0,351.0,221.0,224.0,398.0,,,Second Line,79,1230.4,14,7,21,8.79,36.07,40.27,33,1974-12-28,CAN,CAN,74,203,1993,1,5,8459427,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'ANA', 'ANA']"
2008-2009,Robert Lang,MTL,F,,,,,,,193.0,237.0,96.0,367.0,396.0,61.0,284.0,,,Second Line,50,844.28333333333,18,21,39,14.87,52.00,46.9,37,1970-12-19,CZE,CZE,75,217,1990,7,133,8456966,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CHI', 'MTL']"
2008-2009,Robert Nilsson,EDM,F,,,,,,,319.0,349.0,60.0,218.0,323.0,31.0,89.0,,,Third Line,64,971.91666666667,9,20,29,8.9,53.13,47.8,23,1985-01-10,CAN,SWE,71,185,2003,1,15,8470608,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'EDM', 'EDM']"
2008-2009,Rod Brind'Amour,CAR,F,,,,,,,258.0,369.0,224.0,187.0,216.0,255.0,285.0,,,First Line,80,1517.95,16,35,51,13.96,37.66,43.83,38,1970-08-09,CAN,CAN,73,205,1988,1,9,8445735,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CAR', 'CAR']"
2008-2009,Rostislav Olesz,FLA,F,,,,,,,179.0,163.0,345.0,69.0,169.0,170.0,230.0,,,Fourth Line,37,488.38333333333,4,5,9,6.03,40.91,43.76,22,1985-10-10,CZE,CZE,74,215,2004,1,7,8471220,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'FLA', 'FLA']"
2008-2009,Ruslan Fedotenko,PIT,F,,,,,,,67.0,145.0,65.0,186.0,127.0,16.0,110.0,,,Third Line,65,916.61666666667,16,23,39,11.78,67.19,54.23,29,1979-01-18,UKR,UKR,73,188,-,-,-,8468172,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'NYI', 'PIT']"
2008-2009,Ryan Bayda,CAR,F,,,,,,,274.0,224.0,386.0,248.0,64.0,185.0,113.0,,,Fourth Line,70,731.6,5,7,12,5.95,50.00,46.51,27,1980-12-09,CAN,CAN,71,185,2000,3,80,8468560,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CAR', 'CAR']"
2008-2009,Ryan Callahan,NYR,F,,,,,,,88.0,12.0,305.0,34.0,17.0,115.0,75.0,,,Second Line,81,1382.2166666667,22,18,40,26.21,55.88,54.06,23,1985-03-21,USA,USA,70,187,2004,4,127,8471339,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'NYR', 'NYR']"
2008-2009,Ryan Carter,ANA,F,,,,,,,264.0,198.0,241.0,254.0,57.0,169.0,346.0,,,Fourth Line,48,436.7,3,6,9,4.29,54.55,52.28,25,1983-08-03,USA,USA,73,205,-,-,-,8473646,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'ANA', 'ANA']"
2008-2009,Ryan Craig,TBL,F,,,,,,,386.0,285.0,391.0,233.0,121.0,271.0,380.0,,,Fourth Line,54,554.58333333333,2,4,6,4.96,36.36,48.88,26,1982-01-06,CAN,CAN,74,213,2002,8,255,8470065,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TBL']"
2008-2009,Ryan Getzlaf,ANA,F,,,,,,,115.0,200.0,32.0,358.0,186.0,81.0,68.0,,,First Line,81,1630.6,25,66,91,23.56,55.66,57.65,23,1985-05-10,CAN,CAN,76,220,2003,1,19,8470612,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'ANA', 'ANA']"
2008-2009,Ryan Johnson,VAN,F,,,,,,,383.0,404.0,249.0,114.0,231.0,54.0,397.0,,,Fourth Line,62,682.96666666667,2,7,9,1.34,52.00,34.86,32,1976-06-14,CAN,CAN,73,199,1994,2,36,8460527,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'STL', 'VAN']"
2008-2009,Ryan Jones,NSH,F,,,,,,,190.0,169.0,332.0,4.0,78.0,57.0,50.0,,,Fourth Line,46,526.03333333333,7,10,17,6.65,57.14,46.73,24,1984-06-14,CAN,CAN,73,208,2004,4,111,8471323,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NSH']"
2008-2009,Ryan Kesler,VAN,F,,,,,,,120.0,151.0,207.0,49.0,209.0,132.0,377.0,,,First Line,82,1595.6,26,33,59,23.25,53.01,52.75,24,1984-08-31,USA,USA,74,206,2003,1,23,8470616,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'VAN', 'VAN']"
2008-2009,Ryan Malone,TBL,F,,,,,,,13.0,170.0,209.0,240.0,92.0,37.0,274.0,,,Second Line,70,1242.2333333333,26,19,45,16.23,57.53,53.28,28,1979-12-01,USA,USA,76,224,1999,4,115,8467988,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'PIT', 'TBL']"
