Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID,Headshot URL,Team URL
2024-2025,Mitchell Chaffee,TBL,F,402.0,235.0,113.0,,414.0,333.0,405.0,256.0,424.0,160.0,37.0,54.0,,374.0,Fourth Line,66,794.31666666667,12,3,26,1998-01-26,USA,USA,73,201,-,-,-,-,8482070.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8482070.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg
2024-2025,Mitchell Stephens,SEA,F,406.0,417.0,,163.0,425.0,353.0,367.0,414.0,254.0,224.0,389.0,168.0,25.0,436.0,Fourth Line,28,258.31666666667,1,2,27,1997-02-05,CAN,CAN,71,190,2015,2,3,33,,,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg
2024-2025,Morgan Barron,WPG,F,260.0,3.0,,78.0,335.0,7.0,111.0,230.0,287.0,389.0,255.0,81.0,,348.0,Fourth Line,74,767.6,8,5,25,1998-12-02,CAN,CAN,76,220,2017,6,19,174,8480289.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8480289.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg
2024-2025,Morgan Frost,CGY,F,217.0,28.0,187.0,,203.0,80.0,188.0,226.0,273.0,21.0,149.0,266.0,106.0,162.0,Second Line,81,1276.1833333333,14,10,25,1999-05-14,CAN,CAN,71,170,2017,1,27,27,8480028.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8480028.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg
2024-2025,Morgan Geekie,BOS,F,100.0,167.0,176.0,,150.0,193.0,176.0,23.0,227.0,34.0,280.0,169.0,136.0,129.0,Second Line,77,1302.8666666667,33,14,26,1998-07-20,CAN,CAN,75,200,2017,3,5,67,8479987.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8479987.png,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg
2024-2025,Nathan Bastian,NJD,F,394.0,35.0,,,385.0,25.0,353.0,376.0,363.0,361.0,315.0,34.0,,397.0,Fourth Line,59,645.31666666667,4,4,26,1997-12-06,CAN,CAN,76,205,2016,2,11,41,8479414.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8479414.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg
2024-2025,Nathan MacKinnon,COL,F,1.0,240.0,31.0,,2.0,122.0,6.0,52.0,7.0,5.0,74.0,390.0,145.0,1.0,First Line,79,1799.8166666667,32,53,29,1995-09-01,CAN,CAN,72,200,2013,1,1,1,8477492.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8477492.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg
2024-2025,Nathan Walker,STL,F,410.0,12.0,,,421.0,54.0,384.0,301.0,423.0,382.0,154.0,23.0,,347.0,Fourth Line,73,883.76666666667,8,5,30,1994-02-07,GBR,AUS,69,187,2014,3,29,89,8477573.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8477573.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg
2024-2025,Nazem Kadri,CGY,F,38.0,310.0,82.0,,83.0,262.0,11.0,90.0,65.0,49.0,9.0,304.0,166.0,37.0,First Line,82,1587.1,35,19,33,1990-10-06,CAN,CAN,72,185,2009,1,7,7,8475172.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8475172.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg
2024-2025,Nic Dowd,WSH,F,365.0,88.0,,58.0,355.0,214.0,406.0,182.0,396.0,437.0,340.0,132.0,64.0,270.0,Third Line,82,1244.4333333333,14,5,34,1990-05-27,USA,USA,73,193,2009,7,17,198,8475343.0,https://assets.nhle.com/mugs/nhl/20242025/WSH/8475343.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg
2024-2025,Nicholas Robertson,TOR,F,154.0,82.0,255.0,,309.0,196.0,53.0,32.0,313.0,66.0,130.0,219.0,,252.0,Fourth Line,69,828.18333333333,15,5,22,2001-09-11,USA,USA,69,183,2019,2,22,53,8481582.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8481582.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2024-2025,Nick Bjugstad,UTA,F,135.0,211.0,,,180.0,225.0,66.0,170.0,165.0,343.0,248.0,140.0,116.0,219.0,Fourth Line,66,812.88333333333,8,8,32,1992-07-17,USA,USA,78,209,2010,1,19,19,8475760.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8475760.png,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg
2024-2025,Nick Cousins,OTT,F,240.0,118.0,,,207.0,149.0,126.0,269.0,261.0,223.0,290.0,110.0,,314.0,Fourth Line,50,595.13333333333,6,6,31,1993-07-20,CAN,CAN,71,192,2011,3,7,68,8476393.0,https://assets.nhle.com/mugs/nhl/20242025/OTT/8476393.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg
2024-2025,Nick Foligno,CHI,F,338.0,297.0,,156.0,363.0,314.0,349.0,288.0,275.0,368.0,334.0,65.0,100.0,221.0,Second Line,78,1242.1333333333,15,11,36,1987-10-31,USA,USA,72,210,2006,1,28,28,8473422.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8473422.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2024-2025,Nick Paul,TBL,F,250.0,151.0,202.0,,286.0,136.0,202.0,136.0,330.0,344.0,221.0,234.0,87.0,167.0,Second Line,76,1249.65,22,11,29,1995-03-20,CAN,CAN,75,223,2013,4,10,101,8477426.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8477426.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg
2024-2025,Nick Schmaltz,UTA,F,171.0,199.0,135.0,,76.0,148.0,198.0,311.0,155.0,117.0,101.0,436.0,127.0,91.0,First Line,82,1524.2333333333,20,21,28,1996-02-23,USA,USA,72,181,2014,1,20,20,8477951.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8477951.png,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg
2024-2025,Nick Suzuki,MTL,F,146.0,323.0,129.0,,92.0,352.0,305.0,135.0,134.0,132.0,119.0,332.0,68.0,41.0,First Line,82,1644.9666666667,30,33,25,1999-08-10,CAN,CAN,71,208,2017,1,13,13,8480018.0,https://assets.nhle.com/mugs/nhl/20242025/MTL/8480018.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg
2024-2025,Nico Hischier,NJD,F,41.0,119.0,4.0,113.0,20.0,175.0,164.0,30.0,97.0,310.0,12.0,369.0,12.0,31.0,First Line,75,1529.1,35,22,25,1999-01-04,CHE,CHE,73,175,2017,1,1,1,8480002.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8480002.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg
2024-2025,Nico Sturm,FLA,F,304.0,366.0,,145.0,272.0,407.0,299.0,294.0,293.0,404.0,245.0,112.0,2.0,370.0,Fourth Line,62,645.6,7,5,29,1995-05-03,DEU,DEU,75,209,-,-,-,-,8481477.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8481477.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg
2024-2025,Nicolas Deslauriers,PHI,F,408.0,113.0,,,392.0,127.0,217.0,374.0,435.0,130.0,412.0,4.0,,431.0,Fringe,31,236.7,2,0,33,1991-02-22,CAN,CAN,73,220,2009,3,23,84,8475235.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8475235.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2024-2025,Nicolas Roy,VGK,F,253.0,91.0,149.0,95.0,257.0,91.0,315.0,138.0,321.0,385.0,370.0,214.0,126.0,205.0,Third Line,71,1080.4666666667,15,8,27,1997-02-05,CAN,CAN,76,202,2015,4,5,96,8478462.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8478462.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg
2024-2025,Nikita Kucherov,TBL,F,5.0,398.0,9.0,,23.0,270.0,40.0,45.0,3.0,42.0,36.0,414.0,,3.0,First Line,78,1652.7833333333,37,56,31,1993-06-17,RUS,RUS,71,181,2011,2,28,58,8476453.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8476453.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg
2024-2025,Nikolai Kovalenko,SJS,F,400.0,392.0,177.0,,346.0,372.0,432.0,424.0,303.0,318.0,73.0,146.0,,372.0,Fourth Line,57,703.4,7,8,24,1999-10-17,USA,,70,180,2018,6,16,171,8481042.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8481042.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg
2024-2025,Nikolaj Ehlers,WPG,F,18.0,150.0,46.0,,56.0,71.0,12.0,47.0,36.0,17.0,7.0,361.0,,61.0,Second Line,69,1090.0166666667,24,27,28,1996-02-14,DNK,DNK,72,169,2014,1,9,9,8477940.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8477940.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg
2024-2025,Nils Hoglander,VAN,F,172.0,79.0,,,248.0,42.0,246.0,102.0,161.0,111.0,143.0,190.0,,303.0,Fourth Line,72,873.33333333333,8,10,23,2000-12-20,SWE,SWE,69,185,2019,2,9,40,8481535.0,https://assets.nhle.com/mugs/nhl/20242025/VAN/8481535.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg
2024-2025,Nino Niederreiter,WPG,F,167.0,136.0,183.0,,220.0,106.0,76.0,158.0,217.0,395.0,161.0,138.0,,179.0,Third Line,82,1217.8666666667,17,13,31,1992-09-08,CHE,CHE,74,218,2010,1,5,5,8475799.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8475799.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg
2024-2025,Noah Cates,PHI,F,242.0,30.0,257.0,31.0,216.0,110.0,296.0,191.0,221.0,398.0,100.0,228.0,157.0,244.0,Second Line,78,1238.4333333333,16,14,25,1999-02-05,USA,USA,73,165,2017,5,13,137,8480220.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8480220.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2024-2025,Noah Gregor,SJS,F,362.0,237.0,,108.0,419.0,354.0,77.0,362.0,370.0,306.0,210.0,73.0,,361.0,Fourth Line,52,577.51666666667,4,2,26,1998-07-28,CAN,CAN,72,190,2016,4,20,111,8479393.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8479393.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg
2024-2025,Noel Acciari,PIT,F,411.0,56.0,,33.0,399.0,350.0,342.0,386.0,416.0,436.0,69.0,57.0,34.0,327.0,Third Line,79,1087.0,5,5,32,1991-12-01,USA,USA,70,209,-,-,-,-,8478569.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8478569.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg
2024-2025,Oliver Bjorkstrand,TBL,F,105.0,121.0,97.0,,204.0,89.0,107.0,108.0,106.0,233.0,137.0,250.0,,128.0,Third Line,79,1196.7166666667,21,20,29,1995-04-10,DNK,DNK,72,175,2013,3,28,89,8477416.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8477416.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg
2024-2025,Oliver Wahlstrom,BOS,F,360.0,100.0,225.0,,361.0,359.0,146.0,369.0,414.0,137.0,324.0,173.0,,346.0,Fourth Line,43,439.71666666667,3,1,24,2000-06-13,USA,USA,74,204,2018,1,11,11,,,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg
2024-2025,Ondrej Palat,NJD,F,216.0,155.0,210.0,,86.0,240.0,284.0,206.0,249.0,82.0,66.0,160.0,,248.0,Third Line,77,1059.0833333333,15,4,33,1991-03-28,CZE,CZE,72,194,2011,7,27,208,8476292.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8476292.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg
2024-2025,Oskar Bäck,DAL,F,404.0,218.0,,120.0,387.0,35.0,433.0,406.0,272.0,370.0,195.0,378.0,,416.0,Fourth Line,73,854.36666666667,4,9,24,2000-03-12,SWE,SWE,75,210,2018,3,13,75,8480840.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480840.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg
2024-2025,Oskar Sundqvist,STL,F,414.0,77.0,146.0,115.0,393.0,164.0,421.0,430.0,298.0,392.0,151.0,171.0,178.0,322.0,Fourth Line,67,884.91666666667,6,8,30,1994-03-23,SWE,SWE,75,220,2012,3,20,81,8476897.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8476897.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg
2024-2025,Owen Tippett,PHI,F,35.0,65.0,228.0,,139.0,187.0,5.0,36.0,58.0,76.0,96.0,157.0,,89.0,Second Line,77,1231.3666666667,20,16,25,1999-02-16,CAN,CAN,73,207,2017,1,10,10,8480015.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8480015.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2024-2025,Parker Kelly,COL,F,363.0,8.0,,77.0,342.0,34.0,222.0,393.0,389.0,377.0,189.0,48.0,169.0,331.0,Fourth Line,80,1019.5,8,8,25,1999-05-14,CAN,CAN,72,190,-,-,-,-,8480448.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8480448.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg
2024-2025,Patrick Kane,DET,F,183.0,414.0,33.0,,238.0,339.0,127.0,190.0,215.0,128.0,159.0,423.0,,65.0,Second Line,72,1294.5166666667,21,17,35,1988-11-19,USA,USA,70,177,2007,1,1,1,8474141.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8474141.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg
2024-2025,Patrick Maroon,CHI,F,310.0,416.0,269.0,,349.0,374.0,340.0,384.0,109.0,280.0,425.0,95.0,,389.0,Fourth Line,68,784.7,5,11,36,1988-04-23,USA,USA,75,234,2007,6,10,161,8474034.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8474034.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2024-2025,Patrik Laine,MTL,F,418.0,427.0,30.0,,390.0,421.0,404.0,413.0,392.0,3.0,309.0,340.0,,113.0,Third Line,52,743.98333333333,20,8,26,1998-04-19,FIN,FIN,77,205,2016,1,2,2,8479339.0,https://assets.nhle.com/mugs/nhl/20242025/MTL/8479339.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg
2024-2025,Paul Cotter,NJD,F,307.0,129.0,,,323.0,143.0,272.0,150.0,359.0,268.0,367.0,37.0,,325.0,Fourth Line,79,1033.1833333333,16,4,24,1999-11-16,USA,USA,74,212,2018,4,22,115,8481032.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8481032.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg
2024-2025,Pavel Buchnevich,STL,F,140.0,379.0,122.0,151.0,115.0,310.0,208.0,123.0,127.0,182.0,325.0,365.0,153.0,95.0,First Line,76,1446.0166666667,20,21,29,1995-04-17,RUS,RUS,73,196,2013,3,14,75,8477402.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8477402.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg
2024-2025,Pavel Dorofeyev,VGK,F,51.0,95.0,117.0,,154.0,109.0,23.0,8.0,232.0,139.0,342.0,401.0,,105.0,Second Line,82,1355.1833333333,35,8,23,2000-10-26,RUS,RUS,73,194,2019,3,17,79,8481604.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8481604.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg
2024-2025,Pavel Zacha,BOS,F,245.0,332.0,134.0,60.0,166.0,271.0,388.0,283.0,184.0,23.0,216.0,258.0,56.0,160.0,First Line,82,1563.1166666667,14,21,27,1997-04-06,CZE,CZE,76,199,2015,1,6,6,8478401.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8478401.png,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg
2024-2025,Peyton Krebs,BUF,F,372.0,229.0,,,302.0,158.0,393.0,399.0,367.0,330.0,229.0,142.0,119.0,368.0,Third Line,81,1128.4833333333,10,8,23,2001-01-26,CAN,CAN,72,187,2019,1,17,17,8481522.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8481522.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg
2024-2025,Philip Tomasino,PIT,F,158.0,184.0,104.0,,137.0,194.0,122.0,174.0,142.0,125.0,68.0,249.0,,223.0,Fourth Line,61,797.05,11,9,23,2001-07-28,CAN,CAN,72,179,2019,1,24,24,8481577.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8481577.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg
2024-2025,Philipp Kurashev,CHI,F,382.0,390.0,,11.0,374.0,413.0,397.0,356.0,366.0,151.0,179.0,355.0,114.0,266.0,Third Line,51,699.68333333333,7,3,24,1999-10-12,CHE,CHE,72,190,2018,4,27,120,8480798.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8480798.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2024-2025,Phillip Danault,LAK,F,77.0,105.0,236.0,36.0,30.0,57.0,230.0,300.0,16.0,302.0,128.0,251.0,49.0,158.0,Second Line,80,1413.8666666667,8,28,31,1993-02-24,CAN,CAN,73,200,2011,1,26,26,8476479.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8476479.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg
2024-2025,Pierre Engvall,NYI,F,239.0,304.0,,,162.0,125.0,130.0,244.0,349.0,211.0,397.0,300.0,,311.0,Fourth Line,62,732.68333333333,8,2,28,1996-05-31,SWE,SWE,77,219,2014,7,8,188,8478115.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8478115.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg
2024-2025,Pierre-Luc Dubois,WSH,F,90.0,146.0,118.0,,52.0,141.0,255.0,229.0,27.0,218.0,282.0,254.0,103.0,110.0,Second Line,82,1418.5833333333,20,29,26,1998-06-24,CAN,CAN,76,214,2016,1,3,3,8479400.0,https://assets.nhle.com/mugs/nhl/20242025/WSH/8479400.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg
2024-2025,Pius Suter,VAN,F,243.0,67.0,234.0,63.0,282.0,49.0,289.0,73.0,295.0,308.0,267.0,291.0,165.0,192.0,Second Line,81,1404.8666666667,25,12,28,1996-05-24,CHE,CHE,71,179,-,-,-,-,8480459.0,https://assets.nhle.com/mugs/nhl/20242025/VAN/8480459.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg
2024-2025,Pontus Holmberg,TOR,F,345.0,18.0,,133.0,296.0,64.0,380.0,390.0,296.0,212.0,14.0,242.0,118.0,324.0,Fourth Line,68,861.03333333333,7,5,25,1999-03-09,SWE,SWE,72,202,2018,6,1,156,8480995.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8480995.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2024-2025,Quinton Byfield,LAK,F,149.0,57.0,131.0,45.0,93.0,15.0,197.0,236.0,92.0,234.0,271.0,244.0,175.0,137.0,First Line,81,1508.5,23,13,22,2002-08-19,CAN,CAN,77,220,2020,1,2,2,8482124.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8482124.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg
2024-2025,Radek Faksa,STL,F,370.0,10.0,,84.0,364.0,11.0,371.0,377.0,258.0,414.0,390.0,127.0,22.0,369.0,Fourth Line,70,911.65,5,7,30,1994-01-09,CZE,CZE,75,225,2012,1,13,13,8476889.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8476889.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg
2024-2025,Rasmus Kupari,WPG,F,399.0,49.0,,178.0,395.0,21.0,264.0,409.0,394.0,417.0,61.0,133.0,67.0,420.0,Fourth Line,59,605.13333333333,5,3,24,2000-03-15,FIN,FIN,74,200,2018,1,20,20,8480845.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8480845.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg
2024-2025,Reilly Smith,VGK,F,160.0,262.0,185.0,90.0,95.0,208.0,199.0,291.0,115.0,255.0,352.0,331.0,,175.0,Third Line,79,1219.8166666667,13,15,33,1991-04-01,CAN,CAN,73,185,2009,3,8,69,8475191.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8475191.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg
2024-2025,Rickard Rakell,PIT,F,63.0,216.0,68.0,,26.0,302.0,99.0,57.0,203.0,9.0,170.0,188.0,,72.0,First Line,81,1563.1,35,19,31,1993-05-05,SWE,SWE,73,195,2011,1,30,30,8476483.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8476483.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg
2024-2025,Ridly Greig,OTT,F,314.0,241.0,215.0,92.0,274.0,341.0,332.0,338.0,237.0,339.0,393.0,130.0,99.0,251.0,Second Line,78,1332.2333333333,13,14,22,2002-08-08,CAN,CAN,72,183,2020,1,28,28,8482092.0,https://assets.nhle.com/mugs/nhl/20242025/OTT/8482092.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg
2024-2025,Robby Fabbri,ANA,F,294.0,422.0,270.0,180.0,327.0,436.0,290.0,121.0,354.0,301.0,299.0,177.0,132.0,234.0,Second Line,44,713.0,8,6,28,1996-01-22,CAN,CAN,71,185,2014,1,21,21,8477952.0,https://assets.nhle.com/mugs/nhl/20242025/ANA/8477952.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg
2024-2025,Robert Thomas,STL,F,81.0,325.0,81.0,169.0,66.0,293.0,302.0,210.0,15.0,232.0,242.0,431.0,33.0,44.0,First Line,70,1397.0666666667,21,35,25,1999-07-02,CAN,CAN,72,218,2017,1,20,20,8480023.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8480023.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg
2024-2025,Roope Hintz,DAL,F,49.0,239.0,14.0,53.0,59.0,204.0,155.0,41.0,75.0,161.0,123.0,316.0,42.0,66.0,Second Line,76,1283.7333333333,28,27,27,1996-11-17,FIN,FIN,75,215,2015,2,19,49,8478449.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8478449.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg
2024-2025,Ross Colton,COL,F,84.0,106.0,178.0,,90.0,156.0,62.0,124.0,105.0,252.0,206.0,76.0,,168.0,Third Line,61,879.66666666667,16,8,27,1996-09-11,USA,USA,72,194,2016,4,27,118,8479525.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8479525.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg
2024-2025,Ross Johnston,ANA,F,438.0,230.0,,,432.0,323.0,438.0,435.0,422.0,341.0,438.0,12.0,,438.0,Fringe,43,373.71666666667,1,2,30,1994-02-18,CAN,CAN,77,230,-,-,-,-,8477527.0,https://assets.nhle.com/mugs/nhl/20242025/ANA/8477527.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg
2024-2025,Ryan Donato,CHI,F,104.0,385.0,197.0,,353.0,387.0,67.0,29.0,116.0,274.0,162.0,175.0,151.0,132.0,Second Line,80,1304.7333333333,31,25,28,1996-04-09,USA,USA,72,190,2014,2,26,56,8477987.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8477987.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2024-2025,Ryan Hartman,MIN,F,151.0,172.0,109.0,,263.0,183.0,46.0,199.0,126.0,292.0,220.0,215.0,133.0,139.0,Third Line,69,1032.9666666667,11,11,29,1994-09-20,USA,USA,72,197,2013,1,30,30,8477451.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8477451.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2024-2025,Ryan Lomberg,CGY,F,369.0,116.0,,,375.0,124.0,237.0,392.0,278.0,325.0,384.0,55.0,,421.0,Fringe,80,692.4,3,7,29,1994-09-12,CAN,CAN,69,187,-,-,-,-,8479066.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8479066.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg
2024-2025,Ryan McLeod,BUF,F,179.0,265.0,,32.0,161.0,216.0,358.0,204.0,98.0,331.0,283.0,372.0,58.0,214.0,Second Line,79,1329.3166666667,20,18,24,1999-09-21,CAN,CAN,74,207,2018,2,9,40,8480802.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8480802.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg
2024-2025,Ryan Nugent-Hopkins,EDM,F,132.0,70.0,58.0,153.0,34.0,78.0,205.0,251.0,162.0,158.0,366.0,395.0,89.0,92.0,First Line,78,1479.8833333333,20,22,31,1993-04-12,CAN,CAN,72,195,2011,1,1,1,8476454.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8476454.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg
2024-2025,Ryan O'Reilly,NSH,F,192.0,87.0,88.0,27.0,43.0,220.0,319.0,287.0,244.0,110.0,127.0,425.0,18.0,96.0,First Line,79,1500.0833333333,21,17,33,1991-02-07,CAN,CAN,73,207,2009,2,3,33,8475158.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8475158.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2024-2025,Ryan Poehling,PHI,F,266.0,15.0,,80.0,271.0,114.0,338.0,257.0,191.0,384.0,183.0,312.0,69.0,218.0,Third Line,68,943.83333333333,12,11,25,1999-01-03,USA,USA,74,196,2017,1,25,25,8480068.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8480068.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2024-2025,Ryan Reaves,TOR,F,432.0,107.0,,,417.0,90.0,430.0,425.0,421.0,409.0,327.0,3.0,,437.0,Fringe,35,273.01666666667,0,1,37,1987-01-20,CAN,CAN,74,225,2005,5,31,156,8471817.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8471817.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2024-2025,Ryan Strome,ANA,F,207.0,431.0,251.0,,170.0,420.0,259.0,323.0,128.0,183.0,433.0,290.0,184.0,215.0,Second Line,82,1367.9833333333,10,23,31,1993-07-11,CAN,CAN,73,191,2011,1,5,5,8476458.0,https://assets.nhle.com/mugs/nhl/20242025/ANA/8476458.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg
2024-2025,Sam Bennett,FLA,F,29.0,157.0,48.0,,18.0,186.0,25.0,91.0,113.0,54.0,415.0,117.0,164.0,86.0,Second Line,76,1326.4666666667,25,17,28,1996-06-20,CAN,CAN,73,195,2014,1,4,4,8477935.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477935.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg
2024-2025,Sam Carrick,NYR,F,375.0,316.0,,94.0,372.0,343.0,312.0,396.0,326.0,428.0,414.0,71.0,45.0,377.0,Fourth Line,80,954.55,6,9,32,1992-02-04,CAN,CAN,72,200,2010,5,24,144,8475842.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8475842.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg
